%hc	wc	length	Tamb	Q	Uin	Temperature (degC), Boundary Probe 1	Temperature (degC), Back Air Temperature Probe 2	Temperature (degC), Back Solid Temperature Probe 3	Temperature (degC), Front All Temperature Probe 4	Temperature (degC), Front Air Temperature Probe 5	Temperature (degC), Front Solid Temperature Probe 6	Pressure (Pa), Pressure Probe 1	Pressure (Pa), Pressure Probe 2	Pressure (Pa), Pressure Probe 3	Velocity magnitude (m/s), Speed Probe 1	Velocity magnitude (m/s), Speed Probe 2	Temperature (degC), Stack Temperature Probe 1	Temperature (degC), Stack Temperature Probe
0.0010000	5.0000E-4	0.030000	253.15	1.0000	1272.0	-2.8136	-3.0344	-9.1199	-18.395	-19.392	-17.252	84.820	83.510	86.117	1.7074	1.9237	-9.3650	-9.3650
0.0010000	5.0000E-4	0.030000	273.15	1.0000	1272.0	18.475	18.277	11.632	1.6987	0.66891	2.8792	88.679	87.428	89.914	1.7179	1.9247	11.374	11.374
0.0010000	5.0000E-4	0.030000	293.15	1.0000	1272.0	39.760	39.580	32.398	21.802	20.738	23.023	92.350	91.150	93.532	1.7270	1.9252	32.127	32.127
0.0010000	5.0000E-4	0.030000	313.15	1.0000	1272.0	61.038	60.874	53.174	41.916	40.815	43.179	95.811	94.653	96.944	1.7349	1.9254	52.891	52.891
0.0010000	5.0000E-4	0.030000	253.15	1.0000	3132.0	22.283	21.765	6.8422	-15.920	-18.468	-12.999	90.962	89.645	92.271	1.7143	2.0998	6.2412	6.2412
0.0010000	5.0000E-4	0.030000	273.15	1.0000	3132.0	45.430	44.970	28.646	4.2925	1.6813	7.2859	95.641	94.383	96.889	1.7241	2.1002	28.013	28.013
0.0010000	5.0000E-4	0.030000	293.15	1.0000	3132.0	68.571	68.158	50.494	24.531	21.849	27.605	100.04	98.834	101.24	1.7327	2.1002	49.830	49.830
0.0010000	5.0000E-4	0.030000	313.15	1.0000	3132.0	91.699	91.322	72.375	44.795	42.035	47.959	104.15	102.99	105.30	1.7404	2.0999	71.681	71.681
0.0010000	5.0000E-4	0.030000	253.15	1.0000	5040.0	47.970	47.174	23.206	-13.326	-17.514	-8.5264	97.875	96.556	99.193	1.7238	2.2807	22.242	22.242
0.0010000	5.0000E-4	0.030000	273.15	1.0000	5040.0	73.002	72.299	46.075	7.0085	2.7291	11.914	103.06	101.80	104.31	1.7331	2.2803	45.059	45.059
0.0010000	5.0000E-4	0.030000	293.15	1.0000	5040.0	98.023	97.393	69.015	27.383	22.999	32.408	107.95	106.74	109.15	1.7414	2.2796	67.949	67.949
0.0010000	5.0000E-4	0.030000	313.15	1.0000	5040.0	123.02	122.45	92.008	47.798	43.299	52.956	112.54	111.37	113.69	1.7488	2.2786	90.893	90.893
0.0010000	5.0000E-4	0.030000	253.15	3.2500	1272.0	-14.387	-14.700	-16.049	-19.445	-19.843	-18.990	320.29	308.76	331.52	5.2963	5.9047	-16.180	-16.180
0.0010000	5.0000E-4	0.030000	273.15	3.2500	1272.0	5.9918	5.7010	4.1203	0.56788	0.16341	1.0315	332.81	321.95	343.41	5.3195	5.9179	3.9847	3.9847
0.0010000	5.0000E-4	0.030000	293.15	3.2500	1272.0	26.371	26.099	24.295	20.581	20.170	21.052	345.22	334.95	355.28	5.3434	5.9303	24.155	24.155
0.0010000	5.0000E-4	0.030000	313.15	3.2500	1272.0	46.749	46.495	44.475	40.594	40.177	41.071	357.29	347.53	366.87	5.3678	5.9420	44.330	44.330
0.0010000	5.0000E-4	0.030000	253.15	3.2500	3132.0	-6.1637	-6.9364	-10.245	-18.633	-19.599	-17.525	327.64	316.06	338.91	5.2930	6.0872	-10.567	-10.567
0.0010000	5.0000E-4	0.030000	273.15	3.2500	3132.0	14.753	14.042	10.152	1.4001	0.41404	2.5305	341.28	330.39	351.92	5.3166	6.0980	9.8189	9.8189
0.0010000	5.0000E-4	0.030000	293.15	3.2500	3132.0	35.676	35.015	30.569	21.431	20.428	22.581	354.65	344.34	364.74	5.3409	6.1087	30.224	30.224
0.0010000	5.0000E-4	0.030000	313.15	3.2500	3132.0	56.600	55.984	51.002	41.462	40.444	42.630	367.47	357.68	377.07	5.3655	6.1192	50.646	50.646
0.0010000	5.0000E-4	0.030000	253.15	3.2500	5040.0	2.3184	1.0591	-4.2090	-17.786	-19.331	-16.016	333.54	321.91	344.87	5.2895	6.2775	-4.7273	-4.7273
0.0010000	5.0000E-4	0.030000	273.15	3.2500	5040.0	23.765	22.614	16.395	2.2658	0.68984	4.0725	348.30	337.35	358.98	5.3128	6.2852	15.859	15.859
0.0010000	5.0000E-4	0.030000	293.15	3.2500	5040.0	45.227	44.167	37.036	22.315	20.712	24.153	362.73	352.38	372.85	5.3369	6.2936	36.482	36.482
0.0010000	5.0000E-4	0.030000	313.15	3.2500	5040.0	66.699	65.715	57.711	42.363	40.735	44.230	376.46	366.64	386.10	5.3615	6.3023	57.139	57.139
0.0010000	5.0000E-4	0.030000	253.15	5.5000	1272.0	-16.519	-16.842	-17.256	-19.633	-19.903	-19.323	588.25	556.89	618.67	8.8481	9.8577	-17.364	-17.364
0.0010000	5.0000E-4	0.030000	273.15	5.5000	1272.0	3.6985	3.3950	2.8227	0.37699	0.10074	0.69366	610.73	581.28	639.31	8.8753	9.8797	2.7118	2.7118
0.0010000	5.0000E-4	0.030000	293.15	5.5000	1272.0	23.916	23.630	22.906	20.386	20.104	20.709	633.26	605.47	660.27	8.9023	9.9001	22.792	22.792
0.0010000	5.0000E-4	0.030000	313.15	5.5000	1272.0	44.134	43.863	42.994	40.394	40.107	40.723	654.79	628.45	680.41	8.9293	9.9195	42.877	42.877
0.0010000	5.0000E-4	0.030000	253.15	5.5000	3132.0	-11.418	-12.215	-13.235	-19.098	-19.758	-18.340	598.45	567.04	628.92	8.8488	10.042	-13.501	-13.501
0.0010000	5.0000E-4	0.030000	273.15	5.5000	3132.0	9.1101	8.3642	6.9517	0.92655	0.25006	1.7021	621.66	592.17	650.29	8.8758	10.062	6.6787	6.6787
0.0010000	5.0000E-4	0.030000	293.15	5.5000	3132.0	29.640	28.939	27.152	20.949	20.258	21.740	644.64	616.81	671.68	8.9030	10.080	26.872	26.872
0.0010000	5.0000E-4	0.030000	313.15	5.5000	3132.0	50.173	49.510	47.365	40.969	40.265	41.775	666.56	640.18	692.22	8.9301	10.098	47.078	47.078
0.0010000	5.0000E-4	0.030000	253.15	5.5000	5040.0	-6.1525	-7.4467	-9.0765	-18.551	-19.605	-17.343	607.60	576.12	638.14	8.8478	10.235	-9.5049	-9.5049
0.0010000	5.0000E-4	0.030000	273.15	5.5000	5040.0	14.683	13.476	11.212	1.4882	0.40814	2.7264	631.33	601.78	660.02	8.8748	10.252	10.773	10.773
0.0010000	5.0000E-4	0.030000	293.15	5.5000	5040.0	35.524	34.394	31.523	21.524	20.420	22.790	654.87	626.99	681.97	8.9023	10.268	31.072	31.072
0.0010000	5.0000E-4	0.030000	313.15	5.5000	5040.0	56.372	55.308	51.856	41.558	40.432	42.849	677.37	650.95	703.08	8.9296	10.284	51.395	51.395
0.0010000	5.0000E-4	0.030000	253.15	7.7500	1272.0	-17.427	-17.747	-17.774	-19.722	-19.930	-19.483	890.00	829.32	948.87	12.390	13.825	-17.872	-17.872
0.0010000	5.0000E-4	0.030000	273.15	7.7500	1272.0	2.7237	2.4209	2.2717	0.28687	0.072881	0.53218	918.34	861.46	973.51	12.421	13.853	2.1716	2.1716
0.0010000	5.0000E-4	0.030000	293.15	7.7500	1272.0	22.874	22.587	22.321	20.295	20.076	20.546	947.38	893.79	999.37	12.451	13.879	22.219	22.219
0.0010000	5.0000E-4	0.030000	313.15	7.7500	1272.0	43.025	42.752	42.373	40.302	40.078	40.558	976.29	925.58	1025.5	12.482	13.905	42.269	42.269
0.0010000	5.0000E-4	0.030000	253.15	7.7500	3132.0	-13.661	-14.448	-14.520	-19.316	-19.828	-18.729	903.13	842.39	962.06	12.393	14.007	-14.762	-14.762
0.0010000	5.0000E-4	0.030000	273.15	7.7500	3132.0	6.7064	5.9634	5.5900	0.70540	0.17976	1.3080	931.89	874.96	987.11	12.423	14.034	5.3433	5.3433
0.0010000	5.0000E-4	0.030000	293.15	7.7500	3132.0	27.075	26.371	25.710	20.725	20.187	21.341	961.09	907.45	1013.1	12.453	14.059	25.458	25.458
0.0010000	5.0000E-4	0.030000	313.15	7.7500	3132.0	47.446	46.776	45.838	40.742	40.193	41.372	990.13	939.37	1039.4	12.484	14.084	45.581	45.581
0.0010000	5.0000E-4	0.030000	253.15	7.7500	5040.0	-9.7827	-11.053	-11.172	-18.902	-19.722	-17.961	915.75	854.95	974.74	12.394	14.198	-11.561	-11.561
0.0010000	5.0000E-4	0.030000	273.15	7.7500	5040.0	10.803	9.6054	9.0016	1.1331	0.29036	2.0991	944.59	887.60	999.88	12.424	14.223	8.6044	8.6044
0.0010000	5.0000E-4	0.030000	293.15	7.7500	5040.0	31.391	30.258	29.191	21.164	20.301	22.153	973.94	920.25	1026.0	12.455	14.247	28.786	28.786
0.0010000	5.0000E-4	0.030000	313.15	7.7500	5040.0	51.983	50.907	49.394	41.193	40.312	42.203	1003.3	952.50	1052.6	12.485	14.271	48.981	48.981
0.0010000	5.0000E-4	0.030000	253.15	10.000	1272.0	-17.933	-18.247	-18.070	-19.775	-19.946	-19.579	1229.1	1129.5	1325.8	15.931	17.822	-18.163	-18.163
0.0010000	5.0000E-4	0.030000	273.15	10.000	1272.0	2.1803	1.8820	1.9589	0.23268	0.056306	0.43488	1260.9	1167.7	1351.4	15.964	17.854	1.8646	1.8646
0.0010000	5.0000E-4	0.030000	293.15	10.000	1272.0	22.295	22.010	21.991	20.240	20.059	20.447	1293.7	1206.0	1378.8	15.997	17.885	21.896	21.896
0.0010000	5.0000E-4	0.030000	313.15	10.000	1272.0	42.409	42.138	42.026	40.246	40.061	40.459	1327.6	1244.7	1408.0	16.030	17.916	41.929	41.929
0.0010000	5.0000E-4	0.030000	253.15	10.000	3132.0	-14.912	-15.682	-15.253	-19.447	-19.868	-18.964	1245.0	1145.4	1341.7	15.933	18.003	-15.481	-15.481
0.0010000	5.0000E-4	0.030000	273.15	10.000	3132.0	5.3666	4.6351	4.8176	0.57240	0.13868	1.0696	1277.0	1183.7	1367.5	15.966	18.034	4.5855	4.5855
0.0010000	5.0000E-4	0.030000	293.15	10.000	3132.0	25.647	24.950	24.897	20.590	20.145	21.100	1309.7	1222.0	1394.9	15.999	18.065	24.661	24.661
0.0010000	5.0000E-4	0.030000	313.15	10.000	3132.0	45.928	45.263	44.983	40.606	40.150	41.128	1343.5	1260.6	1424.0	16.032	18.095	44.743	44.743
0.0010000	5.0000E-4	0.030000	253.15	10.000	5040.0	-11.807	-13.046	-12.364	-19.111	-19.788	-18.335	1260.8	1161.1	1357.6	15.936	18.192	-12.731	-12.731
0.0010000	5.0000E-4	0.030000	273.15	10.000	5040.0	8.6392	7.4632	7.7503	0.92002	0.22336	1.7187	1292.4	1199.1	1383.0	15.969	18.222	7.3766	7.3766
0.0010000	5.0000E-4	0.030000	293.15	10.000	5040.0	29.088	27.969	27.877	20.948	20.233	21.768	1325.3	1237.4	1410.5	16.001	18.252	27.497	27.497
0.0010000	5.0000E-4	0.030000	313.15	10.000	5040.0	49.539	48.471	48.015	40.974	40.242	41.813	1359.1	1276.0	1439.6	16.034	18.281	47.628	47.628
0.0010000	5.0000E-4	0.060000	253.15	1.0000	1272.0	13.967	13.756	-0.64368	-18.394	-19.397	-17.245	176.22	174.91	177.51	1.6981	2.0411	-0.91063	-0.91063
0.0010000	5.0000E-4	0.060000	273.15	1.0000	1272.0	36.571	36.380	20.781	1.6997	0.66469	2.8862	184.27	183.02	185.50	1.7087	2.0422	20.499	20.499
0.0010000	5.0000E-4	0.060000	293.15	1.0000	1272.0	59.157	58.983	42.213	21.804	20.734	23.030	191.93	190.73	193.11	1.7179	2.0430	41.917	41.917
0.0010000	5.0000E-4	0.060000	313.15	1.0000	1272.0	81.724	81.565	63.650	41.918	40.812	43.186	199.18	198.02	200.31	1.7259	2.0434	63.340	63.340
0.0010000	5.0000E-4	0.060000	253.15	1.0000	3132.0	63.462	63.005	27.554	-15.925	-18.478	-12.999	204.60	203.28	205.90	1.7051	2.3920	26.899	26.899
0.0010000	5.0000E-4	0.060000	273.15	1.0000	3132.0	89.806	89.394	51.009	4.2885	1.6725	7.2874	214.72	213.46	215.96	1.7149	2.3925	50.318	50.318
0.0010000	5.0000E-4	0.060000	293.15	1.0000	3132.0	116.10	115.73	74.489	24.528	21.841	27.608	224.18	222.97	225.37	1.7237	2.3924	73.763	73.763
0.0010000	5.0000E-4	0.060000	313.15	1.0000	3132.0	142.34	141.99	97.981	44.792	42.028	47.961	233.08	231.91	234.22	1.7315	2.3917	97.221	97.221
0.0010000	5.0000E-4	0.060000	253.15	1.0000	5040.0	113.94	113.28	56.297	-13.337	-17.526	-8.5346	235.98	234.66	237.29	1.7142	2.7509	55.244	55.244
0.0010000	5.0000E-4	0.060000	273.15	1.0000	5040.0	144.04	143.44	81.803	6.9992	2.7184	11.907	247.65	246.39	248.90	1.7235	2.7501	80.693	80.693
0.0010000	5.0000E-4	0.060000	293.15	1.0000	5040.0	174.03	173.49	107.34	27.374	22.990	32.400	258.57	257.36	259.77	1.7320	2.7485	106.17	106.17
0.0010000	5.0000E-4	0.060000	313.15	1.0000	5040.0	203.92	203.42	132.89	47.788	43.289	52.947	268.85	267.68	270.00	1.7397	2.7462	131.67	131.67
0.0010000	5.0000E-4	0.060000	253.15	3.2500	1272.0	-9.2580	-9.5657	-13.448	-19.447	-19.846	-18.989	626.11	614.57	637.24	5.2618	6.0270	-13.585	-13.585
0.0010000	5.0000E-4	0.060000	273.15	3.2500	1272.0	11.523	11.237	6.9196	0.56716	0.16057	1.0333	653.14	642.27	663.65	5.2854	6.0406	6.7775	6.7775
0.0010000	5.0000E-4	0.060000	293.15	3.2500	1272.0	32.301	32.034	27.292	20.580	20.167	21.054	679.77	669.48	689.74	5.3092	6.0536	27.145	27.145
0.0010000	5.0000E-4	0.060000	313.15	3.2500	1272.0	53.075	52.824	47.668	40.594	40.174	41.074	705.57	695.78	715.07	5.3332	6.0656	47.516	47.516
0.0010000	5.0000E-4	0.060000	253.15	3.2500	3132.0	6.4226	5.6855	-3.8827	-18.637	-19.610	-17.522	657.23	645.64	668.40	5.2602	6.3831	-4.2202	-4.2202
0.0010000	5.0000E-4	0.060000	273.15	3.2500	3132.0	28.332	27.650	17.004	1.3968	0.40483	2.5339	687.27	676.35	697.81	5.2838	6.3955	16.654	16.654
0.0010000	5.0000E-4	0.060000	293.15	3.2500	3132.0	50.235	49.600	37.908	21.429	20.420	22.585	716.39	706.06	726.39	5.3077	6.4073	37.546	37.546
0.0010000	5.0000E-4	0.060000	313.15	3.2500	3132.0	72.131	71.536	58.825	41.460	40.436	42.635	744.15	734.33	753.67	5.3318	6.4184	58.452	58.452
0.0010000	5.0000E-4	0.060000	253.15	3.2500	5040.0	22.485	21.325	5.9528	-17.796	-19.354	-16.009	686.71	675.07	697.93	5.2595	6.7500	5.4103	5.4103
0.0010000	5.0000E-4	0.060000	273.15	3.2500	5040.0	45.533	44.465	27.346	2.2576	0.66920	4.0784	719.92	708.95	730.50	5.2826	6.7603	26.784	26.784
0.0010000	5.0000E-4	0.060000	293.15	3.2500	5040.0	68.577	67.586	48.775	22.308	20.693	24.159	751.82	741.44	761.86	5.3061	6.7705	48.194	48.194
0.0010000	5.0000E-4	0.060000	313.15	3.2500	5040.0	91.608	90.682	70.231	42.357	40.718	44.237	781.92	772.06	791.48	5.3300	6.7803	69.632	69.632
0.0010000	5.0000E-4	0.060000	253.15	5.5000	1272.0	-13.510	-13.829	-15.707	-19.635	-19.906	-19.325	1119.2	1087.8	1149.4	8.7853	10.002	-15.819	-15.819
0.0010000	5.0000E-4	0.060000	273.15	5.5000	1272.0	6.9425	6.6427	4.4841	0.37467	0.097976	0.69187	1169.3	1139.7	1197.6	8.8132	10.027	4.3688	4.3688
0.0010000	5.0000E-4	0.060000	293.15	5.5000	1272.0	27.393	27.110	24.679	20.384	20.101	20.707	1219.1	1191.3	1246.0	8.8410	10.050	24.561	24.561
0.0010000	5.0000E-4	0.060000	313.15	5.5000	1272.0	47.842	47.574	44.879	40.392	40.105	40.721	1266.6	1240.2	1292.1	8.8688	10.072	44.758	44.758
0.0010000	5.0000E-4	0.060000	253.15	5.5000	3132.0	-4.0317	-4.8052	-9.4396	-19.103	-19.766	-18.343	1155.3	1123.8	1185.5	8.7867	10.361	-9.7160	-9.7160
0.0010000	5.0000E-4	0.060000	273.15	5.5000	3132.0	17.075	16.350	11.022	0.92082	0.24265	1.6982	1208.2	1178.6	1236.6	8.8144	10.384	10.738	10.738
0.0010000	5.0000E-4	0.060000	293.15	5.5000	3132.0	38.179	37.496	31.498	20.943	20.251	21.736	1259.9	1231.9	1286.7	8.8421	10.406	31.207	31.207
0.0010000	5.0000E-4	0.060000	313.15	5.5000	3132.0	59.280	58.633	51.987	40.963	40.259	41.771	1308.8	1282.3	1334.3	8.8699	10.427	51.689	51.689
0.0010000	5.0000E-4	0.060000	253.15	5.5000	5040.0	5.6897	4.4555	-2.9986	-18.560	-19.620	-17.345	1190.1	1158.5	1220.4	8.7874	10.732	-3.4432	-3.4432
0.0010000	5.0000E-4	0.060000	273.15	5.5000	5040.0	27.458	26.304	17.729	1.4791	0.39436	2.7227	1245.4	1215.8	1273.9	8.8148	10.752	17.273	17.273
0.0010000	5.0000E-4	0.060000	293.15	5.5000	5040.0	49.222	48.139	38.483	21.515	20.407	22.785	1299.3	1271.4	1326.2	8.8424	10.772	38.015	38.015
0.0010000	5.0000E-4	0.060000	313.15	5.5000	5040.0	70.984	69.960	59.260	41.548	40.420	42.842	1350.0	1323.5	1375.6	8.8702	10.791	58.780	58.780
0.0010000	5.0000E-4	0.060000	253.15	7.7500	1272.0	-15.309	-15.625	-16.661	-19.724	-19.933	-19.485	1658.3	1597.4	1716.8	12.298	14.009	-16.763	-16.763
0.0010000	5.0000E-4	0.060000	273.15	7.7500	1272.0	5.0072	4.7079	3.4605	0.28434	0.070377	0.52961	1724.5	1667.4	1779.4	12.330	14.044	3.3567	3.3567
0.0010000	5.0000E-4	0.060000	293.15	7.7500	1272.0	25.322	25.037	23.586	20.292	20.073	20.543	1791.7	1737.9	1843.5	12.361	14.076	23.480	23.480
0.0010000	5.0000E-4	0.060000	313.15	7.7500	1272.0	45.634	45.364	43.715	40.299	40.076	40.555	1858.1	1807.2	1907.1	12.392	14.108	43.606	43.606
0.0010000	5.0000E-4	0.060000	253.15	7.7500	3132.0	-8.4595	-9.2281	-11.791	-19.322	-19.834	-18.735	1699.9	1639.0	1758.5	12.301	14.368	-12.041	-12.041
0.0010000	5.0000E-4	0.060000	273.15	7.7500	3132.0	12.315	11.587	8.5041	0.69913	0.17344	1.3018	1768.7	1711.5	1823.6	12.332	14.401	8.2485	8.2485
0.0010000	5.0000E-4	0.060000	293.15	7.7500	3132.0	33.086	32.396	28.811	20.718	20.180	21.335	1837.1	1783.2	1888.8	12.363	14.432	28.550	28.550
0.0010000	5.0000E-4	0.060000	313.15	7.7500	3132.0	53.854	53.197	49.127	40.735	40.187	41.365	1904.6	1853.6	1953.6	12.395	14.463	48.861	48.861
0.0010000	5.0000E-4	0.060000	253.15	7.7500	5040.0	-1.4376	-2.6651	-6.7976	-18.911	-19.732	-17.969	1741.1	1680.1	1799.8	12.303	14.738	-7.2001	-7.2001
0.0010000	5.0000E-4	0.060000	273.15	7.7500	5040.0	19.802	18.642	13.672	1.1232	0.27973	2.0900	1811.3	1754.1	1866.3	12.334	14.770	13.261	13.261
0.0010000	5.0000E-4	0.060000	293.15	7.7500	5040.0	41.037	39.938	34.160	21.154	20.291	22.143	1881.4	1827.4	1933.3	12.365	14.800	33.741	33.741
0.0010000	5.0000E-4	0.060000	313.15	7.7500	5040.0	62.269	61.224	54.665	41.182	40.301	42.191	1950.2	1899.1	1999.3	12.396	14.829	54.237	54.237
0.0010000	5.0000E-4	0.060000	253.15	10.000	1272.0	-16.307	-16.616	-17.195	-19.778	-19.948	-19.582	2249.6	2149.6	2346.0	15.808	18.067	-17.290	-17.290
0.0010000	5.0000E-4	0.060000	273.15	10.000	1272.0	3.9350	3.6399	2.8912	0.23017	0.054158	0.43195	2327.6	2233.9	2417.8	15.843	18.110	2.7937	2.7937
0.0010000	5.0000E-4	0.060000	293.15	10.000	1272.0	24.175	23.893	22.980	20.237	20.057	20.444	2407.4	2319.1	2492.2	15.877	18.152	22.881	22.881
0.0010000	5.0000E-4	0.060000	313.15	10.000	1272.0	44.413	44.144	43.070	40.243	40.059	40.455	2492.3	2408.9	2572.6	15.911	18.189	42.969	42.969
0.0010000	5.0000E-4	0.060000	253.15	10.000	3132.0	-10.916	-11.671	-13.105	-19.453	-19.873	-18.971	2296.9	2196.8	2393.4	15.810	18.425	-13.341	-13.341
0.0010000	5.0000E-4	0.060000	273.15	10.000	3132.0	9.6760	8.9577	7.1031	0.56616	0.13331	1.0624	2377.4	2283.5	2467.6	15.845	18.467	6.8632	6.8632
0.0010000	5.0000E-4	0.060000	293.15	10.000	3132.0	30.266	29.581	27.321	20.583	20.139	21.092	2458.0	2369.7	2543.0	15.879	18.509	27.077	27.077
0.0010000	5.0000E-4	0.060000	313.15	10.000	3132.0	50.850	50.196	47.542	40.599	40.145	41.119	2543.4	2459.8	2623.7	15.913	18.546	47.294	47.294
0.0010000	5.0000E-4	0.060000	253.15	10.000	5040.0	-5.3938	-6.5987	-8.9193	-19.120	-19.796	-18.346	2344.8	2244.5	2441.3	15.813	18.794	-9.2984	-9.2984
0.0010000	5.0000E-4	0.060000	273.15	10.000	5040.0	15.556	14.410	11.414	0.90995	0.21457	1.7071	2426.1	2332.2	2516.5	15.848	18.836	11.028	11.028
0.0010000	5.0000E-4	0.060000	293.15	10.000	5040.0	36.504	35.410	31.765	20.938	20.224	21.755	2506.7	2418.3	2591.8	15.882	18.877	31.372	31.372
0.0010000	5.0000E-4	0.060000	313.15	10.000	5040.0	57.439	56.397	52.117	40.963	40.233	41.799	2593.8	2510.2	2674.3	15.916	18.913	51.718	51.718
0.0010000	7.5000E-4	0.030000	253.15	1.0000	1272.0	-2.4492	-2.8456	-8.4125	-18.101	-19.342	-16.580	50.745	49.570	51.926	1.6931	1.8829	-8.6462	-8.6462
0.0010000	7.5000E-4	0.030000	273.15	1.0000	1272.0	18.803	18.449	12.261	1.9752	0.71475	3.5207	53.166	52.048	54.289	1.7020	1.8832	12.015	12.015
0.0010000	7.5000E-4	0.030000	293.15	1.0000	1272.0	40.060	39.742	32.961	22.060	20.777	23.633	55.437	54.369	56.510	1.7097	1.8834	32.702	32.702
0.0010000	7.5000E-4	0.030000	313.15	1.0000	1272.0	61.318	61.028	53.681	42.154	40.846	43.758	57.581	56.554	58.608	1.7165	1.8834	53.410	53.410
0.0010000	7.5000E-4	0.030000	253.15	1.0000	3132.0	23.420	22.412	8.9963	-15.086	-18.323	-11.117	53.202	52.022	54.397	1.7039	2.0588	8.4256	8.4256
0.0010000	7.5000E-4	0.030000	273.15	1.0000	3132.0	46.418	45.535	30.563	5.0932	1.8220	9.1040	55.938	54.816	57.075	1.7118	2.0577	29.961	29.961
0.0010000	7.5000E-4	0.030000	293.15	1.0000	3132.0	69.440	68.659	52.196	25.291	21.980	29.351	58.574	57.500	59.659	1.7189	2.0567	51.564	51.564
0.0010000	7.5000E-4	0.030000	313.15	1.0000	3132.0	92.474	91.774	73.884	45.508	42.151	49.624	61.103	60.071	62.142	1.7251	2.0557	73.222	73.222
0.0010000	7.5000E-4	0.030000	253.15	1.0000	5040.0	49.886	48.310	26.770	-11.967	-17.275	-5.4583	57.358	56.175	58.565	1.7138	2.2382	25.855	25.855
0.0010000	7.5000E-4	0.030000	273.15	1.0000	5040.0	74.680	73.297	49.285	8.3270	2.9661	14.900	60.195	59.070	61.343	1.7214	2.2361	48.321	48.321
0.0010000	7.5000E-4	0.030000	293.15	1.0000	5040.0	99.501	98.278	71.895	28.648	23.226	35.296	62.957	61.880	64.053	1.7281	2.2341	70.882	70.882
0.0010000	7.5000E-4	0.030000	313.15	1.0000	5040.0	124.33	123.24	94.582	48.998	43.507	55.731	65.634	64.599	66.684	1.7341	2.2322	93.521	93.521
0.0010000	7.5000E-4	0.030000	253.15	3.2500	1272.0	-14.121	-14.597	-15.514	-19.319	-19.825	-18.698	200.81	190.26	211.19	5.2882	5.7873	-15.639	-15.639
0.0010000	7.5000E-4	0.030000	273.15	3.2500	1272.0	6.2477	5.8033	4.6333	0.69666	0.18075	1.3292	208.05	198.13	217.83	5.3085	5.7980	4.5036	4.5036
0.0010000	7.5000E-4	0.030000	293.15	3.2500	1272.0	26.618	26.201	24.788	20.711	20.187	21.354	215.00	205.63	224.26	5.3286	5.8078	24.654	24.654
0.0010000	7.5000E-4	0.030000	313.15	3.2500	1272.0	46.989	46.596	44.951	40.725	40.194	41.376	221.52	212.63	230.32	5.3487	5.8169	44.813	44.813
0.0010000	7.5000E-4	0.030000	253.15	3.2500	3132.0	-5.3602	-6.5920	-8.7706	-18.312	-19.542	-16.803	203.91	193.31	214.35	5.2845	5.9760	-9.0806	-9.0806
0.0010000	7.5000E-4	0.030000	273.15	3.2500	3132.0	15.505	14.367	11.557	1.7268	0.47137	3.2662	211.51	201.54	221.34	5.3045	5.9828	11.237	11.237
0.0010000	7.5000E-4	0.030000	293.15	3.2500	3132.0	36.378	35.324	31.905	21.763	20.486	23.328	218.88	209.47	228.19	5.3246	5.9892	31.575	31.575
0.0010000	7.5000E-4	0.030000	313.15	3.2500	3132.0	57.262	56.278	52.276	41.797	40.502	43.385	225.90	216.97	234.74	5.3448	5.9955	51.935	51.935
0.0010000	7.5000E-4	0.030000	253.15	3.2500	5040.0	3.8491	1.7681	-1.5994	-17.250	-19.235	-14.817	206.71	196.05	217.20	5.2842	6.1709	-2.1006	-2.1006
0.0010000	7.5000E-4	0.030000	273.15	3.2500	5040.0	25.190	23.278	18.899	2.8125	0.78932	5.2931	214.34	204.33	224.22	5.3031	6.1744	18.382	18.382
0.0010000	7.5000E-4	0.030000	293.15	3.2500	5040.0	46.546	44.785	39.423	22.871	20.814	25.392	221.82	212.37	231.17	5.3224	6.1777	38.891	38.891
0.0010000	7.5000E-4	0.030000	313.15	3.2500	5040.0	67.921	66.290	59.977	42.926	40.841	45.483	229.14	220.17	238.03	5.3421	6.1812	59.429	59.429
0.0010000	7.5000E-4	0.030000	253.15	5.5000	1272.0	-16.312	-16.771	-16.814	-19.550	-19.893	-19.129	381.32	352.55	409.51	8.8500	9.6524	-16.917	-16.917
0.0010000	7.5000E-4	0.030000	273.15	5.5000	1272.0	3.9040	3.4676	3.2567	0.46199	0.11073	0.89269	392.38	365.40	418.85	8.8737	9.6724	3.1507	3.1507
0.0010000	7.5000E-4	0.030000	293.15	5.5000	1272.0	24.119	23.705	23.332	20.473	20.115	20.912	403.39	377.95	428.37	8.8975	9.6907	23.223	23.223
0.0010000	7.5000E-4	0.030000	313.15	5.5000	1272.0	44.335	43.940	43.412	40.483	40.118	40.930	414.02	389.93	437.70	8.9213	9.7079	43.300	43.300
0.0010000	7.5000E-4	0.030000	253.15	5.5000	3132.0	-10.857	-12.012	-12.111	-18.896	-19.731	-17.871	388.15	359.32	416.41	8.8498	9.8411	-12.366	-12.366
0.0010000	7.5000E-4	0.030000	273.15	5.5000	3132.0	9.6609	8.5698	8.0558	1.1345	0.27857	2.1839	399.26	372.21	425.78	8.8735	9.8582	7.7940	7.7940
0.0010000	7.5000E-4	0.030000	293.15	5.5000	3132.0	30.180	29.146	28.234	21.162	20.288	22.234	410.27	384.78	435.30	8.8974	9.8739	27.966	27.966
